	p	t	Gene	degree	in-degree	out-degree	Bin_avg	Bin_std	Din_avg	Din_std	Bout_avg	Bout_std	Dout_avg	Dout_std	Bin_over_Din	Bin_over_Bout	Bin_over_Dout	Din_over_Bin	Din_over_Bout	Din_over_Dout	Bout_over_Bin	Bout_over_Din	Bout_over_Dout	Dout_over_Bin	Dout_over_Din	Dout_over_Bout
372	0.1	0.1	FYN	16.0	10.0	6.0	0.9620000000000001	0.192	0.0	0.0	1.2890000000000001	2.705	1.889	2.193	0.9620000000000001	0.7463149728471684	0.5092641609317099	0.0	0.0	0.0	1.2890000000000001	1.2890000000000001	0.6823716251985177	1.889	1.889	1.4654771140418932
422	0.1	0.1	HCK	16.0	8.0	8.0	2.455	2.8819999999999997	0.0	0.0	0.065	0.24600000000000002	1.371	1.7619999999999998	2.455	2.455	1.7906637490882569	0.0	0.0	0.0	0.026476578411405296	0.065	0.047410649161196215	0.5584521384928717	1.371	1.371
428	0.1	0.1	HGS	23.0	9.0	14.0	1.5419999999999998	2.041	0.0	0.0	0.07200000000000001	0.259	1.165	1.426	1.5419999999999998	1.5419999999999998	1.3236051502145922	0.0	0.0	0.0	0.04669260700389104	0.07200000000000001	0.06180257510729612	0.7555123216601816	1.165	1.165
434	0.1	0.1	HSP90AA1	25.0	5.0	20.0	0.9890000000000001	0.10400000000000001	0.0	0.0	0.192	0.596	1.033	0.682	0.9890000000000001	0.9890000000000001	0.957405614714424	0.0	0.0	0.0	0.192	0.192	0.18586640851887706	1.033	1.033	1.033
530	0.1	0.1	LCK	19.0	13.0	6.0	1.915	3.0789999999999997	0.085	0.27899999999999997	0.025	0.156	1.25	1.7280000000000002	1.915	1.915	1.5319999999999998	0.044386422976501305	0.085	0.068	0.013054830287206269	0.025	0.02	0.6527415143603134	1.25	1.25
587	0.1	0.1	MDM2	17.0	10.0	7.0	0.9440000000000001	0.22899999999999998	0.0	0.0	0.8909999999999999	2.258	1.4569999999999999	1.778	0.9440000000000001	0.9440000000000001	0.6479066575154426	0.0	0.0	0.0	0.8909999999999999	0.8909999999999999	0.6115305422100206	1.4569999999999999	1.4569999999999999	1.4569999999999999
597	0.1	0.1	MYC	20.0	13.0	7.0	0.96	0.196	0.0	0.0	1.591	2.855	2.386	2.569	0.96	0.6033940917661847	0.402347024308466	0.0	0.0	0.0	1.591	1.591	0.6668063704945515	2.386	2.386	1.4996857322438717
607	0.1	0.1	NEDD4	20.0	15.0	5.0	0.955	0.20800000000000002	0.0	0.0	2.511	4.793	2.34	3.715	0.955	0.3803265631222621	0.4081196581196581	0.0	0.0	0.0	2.511	2.511	1.0730769230769233	2.34	2.34	0.9318996415770608
737	0.1	0.1	PRKCD	23.0	18.0	5.0	4.5760000000000005	6.968	0.0	0.0	0.0	0.0	3.094	5.6370000000000005	4.5760000000000005	4.5760000000000005	1.478991596638655	0.0	0.0	0.0	0.0	0.0	0.0	0.6761363636363636	3.094	3.094
759	0.1	0.1	PTPN11	19.0	15.0	4.0	0.9470000000000001	0.223	0.0	0.0	2.292	3.529	3.333	3.67	0.9470000000000001	0.4131762652705061	0.2841284128412841	0.0	0.0	0.0	2.292	2.292	0.6876687668766875	3.333	3.333	1.454188481675393
776	0.1	0.1	RAF1	17.0	12.0	5.0	3.0	4.295	0.0	0.0	0.0	0.0	2.588	3.912	3.0	3.0	1.1591962905718702	0.0	0.0	0.0	0.0	0.0	0.0	0.8626666666666667	2.588	2.588
838	0.1	0.1	SMAD3	22.0	18.0	4.0	0.95	0.218	0.0	0.0	2.542	3.862	4.792	5.385	0.95	0.37372147915027537	0.19824707846410686	0.0	0.0	0.0	2.542	2.542	0.5304674457429048	4.792	4.792	1.885129819040126
857	0.1	0.1	SRC	65.0	55.0	10.0	7.114	17.147000000000002	0.0	0.0	0.10800000000000001	0.31	2.5380000000000003	9.353	7.114	7.114	2.8029944838455485	0.0	0.0	0.0	0.015181332583637897	0.10800000000000001	0.042553191489361715	0.3567613157154906	2.5380000000000003	2.5380000000000003
910	0.1	0.1	TNFRSF1A	18.0	17.0	1.0	0.667	0.47100000000000003	0.0	0.0	5.857	6.266	3.071	3.15	0.667	0.11388082636161855	0.21719309671116896	0.0	0.0	0.0	5.857	5.857	1.9071963529794853	3.071	3.071	0.524329861703944
912	0.1	0.1	TP53	22.0	21.0	1.0	0.667	0.47100000000000003	0.0	0.0	8.437999999999999	6.205	7.5	5.477	0.667	0.0790471675752548	0.08893333333333334	0.0	0.0	0.0	8.437999999999999	8.437999999999999	1.1250666666666669	7.5	7.5	0.8888362171130599
914	0.1	0.1	TRAF2	22.0	21.0	1.0	7.5	9.552	0.0	0.0	0.0	0.0	6.364	8.967	7.5	7.5	1.1785040854808295	0.0	0.0	0.0	0.0	0.0	0.0	0.8485333333333334	6.364	6.364
968	0.1	1.0	ABL1	23.0	0.0	23.0	0.992	0.09	0.0	0.0	0.016	0.124	0.977	0.151	0.992	0.992	0.992	0.0	0.0	0.0	0.016	0.016	0.016	0.977	0.977	0.977
980	0.1	1.0	ACTB	22.0	0.0	22.0	0.99	0.098	0.0	0.0	0.048	0.213	0.9440000000000001	0.22899999999999998	0.99	0.99	0.99	0.0	0.0	0.0	0.048	0.048	0.048	0.9440000000000001	0.9440000000000001	0.9440000000000001
998	0.1	1.0	AKT1	30.0	1.0	29.0	0.9940000000000001	0.075	0.0	0.0	0.013999999999999999	0.11699999999999999	0.9790000000000001	0.142	0.9940000000000001	0.9940000000000001	0.9940000000000001	0.0	0.0	0.0	0.013999999999999999	0.013999999999999999	0.013999999999999999	0.9790000000000001	0.9790000000000001	0.9790000000000001
1022	0.1	1.0	ARRB2	21.0	6.0	15.0	1.224	1.067	0.0	0.0	0.013000000000000001	0.11199999999999999	1.165	0.973	1.224	1.224	1.0506437768240342	0.0	0.0	0.0	0.01062091503267974	0.013000000000000001	0.011158798283261802	0.9517973856209152	1.165	1.165
1103	0.1	1.0	CAV1	30.0	2.0	28.0	1.035	0.22	0.0	0.0	0.059000000000000004	0.235	0.9740000000000001	0.322	1.035	1.035	1.035	0.0	0.0	0.0	0.0570048309178744	0.059000000000000004	0.059000000000000004	0.9410628019323672	0.9740000000000001	0.9740000000000001
1187	0.1	1.0	CLTC	24.0	7.0	17.0	1.337	1.411	0.0	0.0	0.059000000000000004	0.235	1.225	1.335	1.337	1.337	1.0914285714285714	0.0	0.0	0.0	0.044128646222887064	0.059000000000000004	0.04816326530612245	0.9162303664921468	1.225	1.225
1197	0.1	1.0	CREBBP	20.0	4.0	16.0	0.9890000000000001	0.105	0.0	0.0	0.239	0.634	1.083	0.36200000000000004	0.9890000000000001	0.9890000000000001	0.9132040627885504	0.0	0.0	0.0	0.239	0.239	0.22068328716528166	1.083	1.083	1.083
1269	0.1	1.0	EGF	22.0	5.0	17.0	1.126	0.74	0.0	0.0	0.0	0.0	1.085	0.629	1.126	1.126	1.0377880184331796	0.0	0.0	0.0	0.0	0.0	0.0	0.9635879218472471	1.085	1.085
1294	0.1	1.0	ERBB2	18.0	4.0	14.0	1.247	0.8540000000000001	0.0	0.0	0.013999999999999999	0.115	1.216	0.843	1.247	1.247	1.0254934210526316	0.0	0.0	0.0	0.011226944667201285	0.013999999999999999	0.011513157894736843	0.97514033680834	1.216	1.216
1332	0.1	1.0	FLNC	17.0	6.0	11.0	1.0490000000000002	0.526	0.016	0.127	0.28800000000000003	0.9009999999999999	1.227	1.112	1.0490000000000002	1.0490000000000002	0.8549307253463732	0.015252621544327931	0.016	0.013039934800325998	0.2745471877979028	0.28800000000000003	0.23471882640586794	1.1696854146806483	1.227	1.227
1339	0.1	1.0	FYN	16.0	10.0	6.0	0.97	0.171	0.0	0.0	1.2819999999999998	2.66	2.0	2.332	0.97	0.7566302652106084	0.485	0.0	0.0	0.0	1.2819999999999998	1.2819999999999998	0.6409999999999999	2.0	2.0	1.5600624024960998
1389	0.1	1.0	HCK	16.0	8.0	8.0	1.73	2.189	0.0	0.0	0.06	0.237	1.34	1.704	1.73	1.73	1.2910447761194028	0.0	0.0	0.0	0.03468208092485549	0.06	0.04477611940298507	0.7745664739884394	1.34	1.34
1395	0.1	1.0	HGS	23.0	9.0	14.0	1.413	1.804	0.0	0.0	0.047	0.212	1.6	2.229	1.413	1.413	0.8831249999999999	0.0	0.0	0.0	0.033262561924982316	0.047	0.029375	1.132342533616419	1.6	1.6
1401	0.1	1.0	HSP90AA1	25.0	5.0	20.0	1.143	0.6779999999999999	0.052000000000000005	0.222	0.147	0.485	1.101	0.741	1.143	1.143	1.0381471389645778	0.04549431321084864	0.052000000000000005	0.047229791099000905	0.12860892388451442	0.147	0.1335149863760218	0.9632545931758528	1.101	1.101
1497	0.1	1.0	LCK	19.0	13.0	6.0	2.024	3.24	0.095	0.294	0.429	1.841	2.548	3.862	2.024	2.024	0.7943485086342229	0.04693675889328063	0.095	0.03728414442700157	0.21195652173913046	0.429	0.1683673469387755	1.2588932806324111	2.548	2.548
1554	0.1	1.0	MDM2	17.0	10.0	7.0	0.9690000000000001	0.174	0.0	0.0	0.444	1.2919999999999998	1.5330000000000001	2.05	0.9690000000000001	0.9690000000000001	0.6320939334637965	0.0	0.0	0.0	0.444	0.444	0.289628180039139	1.5330000000000001	1.5330000000000001	1.5330000000000001
1564	0.1	1.0	MYC	20.0	13.0	7.0	0.971	0.16899999999999998	0.0	0.0	1.656	2.8789999999999996	2.475	2.628	0.971	0.5863526570048311	0.3923232323232323	0.0	0.0	0.0	1.656	1.656	0.6690909090909091	2.475	2.475	1.4945652173913044
1574	0.1	1.0	NEDD4	20.0	15.0	5.0	0.95	0.218	0.0	0.0	2.5	4.747	2.81	4.187	0.95	0.38	0.3380782918149466	0.0	0.0	0.0	2.5	2.5	0.8896797153024911	2.81	2.81	1.124
1704	0.1	1.0	PRKCD	23.0	18.0	5.0	4.111000000000001	6.624	0.0	0.0	0.0	0.0	2.7239999999999998	5.192	4.111000000000001	4.111000000000001	1.5091776798825256	0.0	0.0	0.0	0.0	0.0	0.0	0.6626125030406228	2.7239999999999998	2.7239999999999998
1726	0.1	1.0	PTPN11	19.0	15.0	4.0	0.938	0.242	0.0	0.0	2.5	4.146	2.406	2.572	0.938	0.3752	0.3898586866167913	0.0	0.0	0.0	2.5	2.5	1.0390689941812137	2.406	2.406	0.9624
1743	0.1	1.0	RAF1	17.0	12.0	5.0	2.105	3.4010000000000002	0.0	0.0	0.0	0.0	2.049	3.2760000000000002	2.105	2.105	1.0273304050756469	0.0	0.0	0.0	0.0	0.0	0.0	0.973396674584323	2.049	2.049
1805	0.1	1.0	SMAD3	22.0	18.0	4.0	0.955	0.20800000000000002	0.0	0.0	2.667	4.853	2.833	3.707	0.955	0.35808023997000377	0.33709848217437344	0.0	0.0	0.0	2.667	2.667	0.9414048711613131	2.833	2.833	1.0622422197225347
1824	0.1	1.0	SRC	65.0	55.0	10.0	7.212000000000001	17.26	0.0	0.0	0.094	0.29100000000000004	6.797000000000001	16.895	7.212000000000001	7.212000000000001	1.0610563483889952	0.0	0.0	0.0	0.013033832501386578	0.094	0.013829630719435044	0.942457016084304	6.797000000000001	6.797000000000001
1877	0.1	1.0	TNFRSF1A	18.0	17.0	1.0	0.833	0.373	0.0	0.0	3.923	5.225	4.385	4.8919999999999995	0.833	0.21233749681366298	0.1899657924743444	0.0	0.0	0.0	3.923	3.923	0.8946408209806158	4.385	4.385	1.1177670150395105
1879	0.1	1.0	TP53	22.0	21.0	1.0	0.8	0.4	0.0	0.0	4.8	5.724	6.15	6.11	0.8	0.16666666666666669	0.13008130081300812	0.0	0.0	0.0	4.8	4.8	0.7804878048780487	6.15	6.15	1.2812500000000002
1881	0.1	1.0	TRAF2	22.0	21.0	1.0	7.556	9.512	0.0	0.0	0.0	0.0	14.267000000000001	9.525	7.556	7.556	0.529613794070232	0.0	0.0	0.0	0.0	0.0	0.0	1.888168343038645	14.267000000000001	14.267000000000001
1935	0.1	5.0	ABL1	23.0	0.0	23.0	0.992	0.08900000000000001	0.0	0.0	0.02	0.139	0.97	0.17	0.992	0.992	0.992	0.0	0.0	0.0	0.02	0.02	0.02	0.97	0.97	0.97
1947	0.1	5.0	ACTB	22.0	0.0	22.0	0.991	0.094	0.0	0.0	0.08	0.271	0.912	0.284	0.991	0.991	0.991	0.0	0.0	0.0	0.08	0.08	0.08	0.912	0.912	0.912
1965	0.1	5.0	AKT1	30.0	1.0	29.0	0.9940000000000001	0.077	0.0	0.0	0.038	0.192	0.955	0.207	0.9940000000000001	0.9940000000000001	0.9940000000000001	0.0	0.0	0.0	0.038	0.038	0.038	0.955	0.955	0.955
1989	0.1	5.0	ARRB2	21.0	6.0	15.0	1.395	1.375	0.0	0.0	0.011000000000000001	0.10300000000000001	1.14	0.899	1.395	1.395	1.223684210526316	0.0	0.0	0.0	0.007885304659498207	0.011000000000000001	0.009649122807017544	0.8172043010752688	1.14	1.14
2070	0.1	5.0	CAV1	30.0	2.0	28.0	1.014	0.16399999999999998	0.0	0.0	0.013999999999999999	0.11699999999999999	1.014	0.23399999999999999	1.014	1.014	1.0	0.0	0.0	0.0	0.01380670611439842	0.013999999999999999	0.01380670611439842	1.0	1.014	1.014
2154	0.1	5.0	CLTC	24.0	7.0	17.0	1.52	1.7080000000000002	0.0	0.0	0.052000000000000005	0.222	1.3119999999999998	1.4880000000000002	1.52	1.52	1.1585365853658536	0.0	0.0	0.0	0.03421052631578947	0.052000000000000005	0.039634146341463415	0.8631578947368421	1.3119999999999998	1.3119999999999998
2164	0.1	5.0	CREBBP	20.0	4.0	16.0	0.985	0.122	0.0	0.0	0.307	0.7140000000000001	1.129	0.39	0.985	0.985	0.8724534986713905	0.0	0.0	0.0	0.307	0.307	0.27192205491585475	1.129	1.129	1.129
2236	0.1	5.0	EGF	22.0	5.0	17.0	1.111	0.695	0.0	0.0	0.0	0.0	1.274	1.0390000000000001	1.111	1.111	0.8720565149136578	0.0	0.0	0.0	0.0	0.0	0.0	1.1467146714671468	1.274	1.274
2261	0.1	5.0	ERBB2	18.0	4.0	14.0	1.206	0.7959999999999999	0.0	0.0	0.113	0.316	1.042	0.795	1.206	1.206	1.1573896353166986	0.0	0.0	0.0	0.09369817578772804	0.113	0.10844529750479846	0.8640132669983417	1.042	1.042
2299	0.1	5.0	FLNC	17.0	6.0	11.0	1.2109999999999999	0.9329999999999999	0.055999999999999994	0.231	0.19399999999999998	0.674	1.1640000000000001	1.001	1.2109999999999999	1.2109999999999999	1.0403780068728523	0.04624277456647399	0.055999999999999994	0.048109965635738834	0.1601981833195706	0.19399999999999998	0.16666666666666669	0.9611890999174236	1.1640000000000001	1.1640000000000001
2306	0.1	5.0	FYN	16.0	10.0	6.0	0.9740000000000001	0.16	0.0	0.0	1.6740000000000002	2.891	2.4419999999999997	2.688	0.9740000000000001	0.5818399044205496	0.3988533988533988	0.0	0.0	0.0	1.6740000000000002	1.6740000000000002	0.6855036855036855	2.4419999999999997	2.4419999999999997	1.4587813620071686
2356	0.1	5.0	HCK	16.0	8.0	8.0	1.659	2.0909999999999997	0.0	0.0	0.086	0.28	1.486	2.019	1.659	1.659	1.1164199192462991	0.0	0.0	0.0	0.051838456901748035	0.086	0.05787348586810229	0.8957203134418324	1.486	1.486
2362	0.1	5.0	HGS	23.0	9.0	14.0	1.797	2.423	0.0	0.0	0.043	0.203	1.204	1.4409999999999998	1.797	1.797	1.4925249169435215	0.0	0.0	0.0	0.023928770172509738	0.043	0.03571428571428571	0.6700055648302726	1.204	1.204
2368	0.1	5.0	HSP90AA1	25.0	5.0	20.0	1.078	0.516	0.028999999999999998	0.168	0.126	0.45899999999999996	1.0	0.55	1.078	1.078	1.078	0.026901669758812616	0.028999999999999998	0.028999999999999998	0.11688311688311688	0.126	0.126	0.927643784786642	1.0	1.0
2464	0.1	5.0	LCK	19.0	13.0	6.0	2.194	3.471	0.111	0.314	0.395	1.9269999999999998	1.8419999999999999	2.978	2.194	2.194	1.1910966340933766	0.05059252506836828	0.111	0.06026058631921824	0.18003646308113036	0.395	0.21444082519001087	0.8395624430264358	1.8419999999999999	1.8419999999999999
2521	0.1	5.0	MDM2	17.0	10.0	7.0	0.973	0.162	0.0	0.0	0.8440000000000001	2.29	1.5330000000000001	1.7590000000000001	0.973	0.973	0.634703196347032	0.0	0.0	0.0	0.8440000000000001	0.8440000000000001	0.5505544683626875	1.5330000000000001	1.5330000000000001	1.5330000000000001
2531	0.1	5.0	MYC	20.0	13.0	7.0	0.975	0.156	0.0	0.0	0.8540000000000001	2.131	1.875	2.242	0.975	0.975	0.52	0.0	0.0	0.0	0.8540000000000001	0.8540000000000001	0.4554666666666666	1.875	1.875	1.875
2541	0.1	5.0	NEDD4	20.0	15.0	5.0	0.95	0.218	0.0	0.0	1.5430000000000001	3.622	3.391	4.752	0.95	0.6156837329876863	0.2801533470952521	0.0	0.0	0.0	1.5430000000000001	1.5430000000000001	0.4550280153347095	3.391	3.391	2.197666882696047
2671	0.1	5.0	PRKCD	23.0	18.0	5.0	3.71	6.269	0.0	0.0	0.0	0.0	6.205	7.865	3.71	3.71	0.5979049153908138	0.0	0.0	0.0	0.0	0.0	0.0	1.6725067385444743	6.205	6.205
2693	0.1	5.0	PTPN11	19.0	15.0	4.0	0.9440000000000001	0.22899999999999998	0.0	0.0	1.774	3.489	2.355	2.846	0.9440000000000001	0.532130777903044	0.4008492569002123	0.0	0.0	0.0	1.774	1.774	0.7532908704883228	2.355	2.355	1.327508455467869
2710	0.1	5.0	RAF1	17.0	12.0	5.0	2.28	3.595	0.0	0.0	0.0	0.0	3.0	4.295	2.28	2.28	0.7599999999999999	0.0	0.0	0.0	0.0	0.0	0.0	1.3157894736842106	3.0	3.0
2772	0.1	5.0	SMAD3	22.0	18.0	4.0	0.9470000000000001	0.223	0.0	0.0	3.435	4.352	5.652	5.529	0.9470000000000001	0.2756914119359534	0.1675513092710545	0.0	0.0	0.0	3.435	3.435	0.6077494692144374	5.652	5.652	1.6454148471615722
2791	0.1	5.0	SRC	65.0	55.0	10.0	6.49	16.352999999999998	0.0	0.0	0.086	0.281	3.69	11.987	6.49	6.49	1.7588075880758811	0.0	0.0	0.0	0.013251155624036979	0.086	0.023306233062330626	0.5685670261941448	3.69	3.69
2844	0.1	5.0	TNFRSF1A	18.0	17.0	1.0	0.667	0.47100000000000003	0.0	0.0	8.294	5.131	6.765	4.734	0.667	0.08041958041958043	0.09859571322985958	0.0	0.0	0.0	8.294	8.294	1.2260162601626017	6.765	6.765	0.8156498673740052
2846	0.1	5.0	TP53	22.0	21.0	1.0	0.833	0.373	0.0	0.0	6.947	6.004	7.684	5.956	0.833	0.11990787390240393	0.10840707964601767	0.0	0.0	0.0	6.947	6.947	0.9040864133263924	7.684	7.684	1.1060889592629912
2848	0.1	5.0	TRAF2	22.0	21.0	1.0	10.353	10.041	0.0	0.0	0.0	0.0	5.537999999999999	8.472999999999999	10.353	10.353	1.8694474539544959	0.0	0.0	0.0	0.0	0.0	0.0	0.5349174152419589	5.537999999999999	5.537999999999999
2902	0.1	10.0	ABL1	23.0	0.0	23.0	0.991	0.096	0.0	0.0	0.0	0.0	0.99	0.099	0.991	0.991	0.991	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.99	0.99
2914	0.1	10.0	ACTB	22.0	0.0	22.0	0.992	0.09	0.0	0.0	0.031	0.174	0.961	0.19399999999999998	0.992	0.992	0.992	0.0	0.0	0.0	0.031	0.031	0.031	0.961	0.961	0.961
2932	0.1	10.0	AKT1	30.0	1.0	29.0	0.9940000000000001	0.078	0.0	0.0	0.05	0.217	0.9440000000000001	0.23	0.9940000000000001	0.9940000000000001	0.9940000000000001	0.0	0.0	0.0	0.05	0.05	0.05	0.9440000000000001	0.9440000000000001	0.9440000000000001
2956	0.1	10.0	ARRB2	21.0	6.0	15.0	1.32	1.256	0.0	0.0	0.047	0.212	1.0590000000000002	0.802	1.32	1.32	1.2464589235127481	0.0	0.0	0.0	0.035606060606060606	0.047	0.04438149197355997	0.8022727272727271	1.0590000000000002	1.0590000000000002
3037	0.1	10.0	CAV1	30.0	2.0	28.0	1.021	0.184	0.0	0.0	0.024	0.153	1.0	0.245	1.021	1.021	1.021	0.0	0.0	0.0	0.023506366307541632	0.024	0.024	0.9794319294809012	1.0	1.0
3121	0.1	10.0	CLTC	24.0	7.0	17.0	1.319	1.374	0.0	0.0	0.012	0.11	1.0490000000000002	0.679	1.319	1.319	1.2573879885605341	0.0	0.0	0.0	0.009097801364670205	0.012	0.01143946615824595	0.7952994692949203	1.0490000000000002	1.0490000000000002
3131	0.1	10.0	CREBBP	20.0	4.0	16.0	0.988	0.11	0.0	0.0	0.248	0.644	1.0859999999999999	0.368	0.988	0.988	0.9097605893186004	0.0	0.0	0.0	0.248	0.248	0.2283609576427256	1.0859999999999999	1.0859999999999999	1.0859999999999999
3203	0.1	10.0	EGF	22.0	5.0	17.0	1.1520000000000001	0.7959999999999999	0.0	0.0	0.0	0.0	1.406	1.23	1.1520000000000001	1.1520000000000001	0.8193456614509246	0.0	0.0	0.0	0.0	0.0	0.0	1.2204861111111112	1.406	1.406
3228	0.1	10.0	ERBB2	18.0	4.0	14.0	1.3430000000000002	0.986	0.0	0.0	0.039	0.195	1.1840000000000002	0.8540000000000001	1.3430000000000002	1.3430000000000002	1.1342905405405406	0.0	0.0	0.0	0.02903946388682055	0.039	0.032939189189189186	0.8816083395383469	1.1840000000000002	1.1840000000000002
3266	0.1	10.0	FLNC	17.0	6.0	11.0	1.256	1.036	0.07	0.255	0.081	0.272	1.226	1.0070000000000001	1.256	1.256	1.0244698205546492	0.05573248407643313	0.07	0.057096247960848286	0.06449044585987261	0.081	0.06606851549755302	0.9761146496815286	1.226	1.226
3273	0.1	10.0	FYN	16.0	10.0	6.0	0.9640000000000001	0.18600000000000003	0.0	0.0	1.35	2.842	1.65	1.851	0.9640000000000001	0.7140740740740741	0.5842424242424242	0.0	0.0	0.0	1.35	1.35	0.8181818181818182	1.65	1.65	1.2222222222222219
3323	0.1	10.0	HCK	16.0	8.0	8.0	1.932	2.416	0.0	0.0	0.08900000000000001	0.285	1.2	1.5	1.932	1.932	1.61	0.0	0.0	0.0	0.04606625258799172	0.08900000000000001	0.07416666666666667	0.6211180124223602	1.2	1.2
3329	0.1	10.0	HGS	23.0	9.0	14.0	1.6909999999999998	2.2769999999999997	0.0	0.0	0.040999999999999995	0.198	1.52	2.086	1.6909999999999998	1.6909999999999998	1.1125	0.0	0.0	0.0	0.024246008279124782	0.040999999999999995	0.02697368421052632	0.8988764044943821	1.52	1.52
3335	0.1	10.0	HSP90AA1	25.0	5.0	20.0	0.991	0.09699999999999999	0.0	0.0	0.155	0.664	1.078	0.575	0.991	0.991	0.919294990723562	0.0	0.0	0.0	0.155	0.155	0.14378478664192948	1.078	1.078	1.078
3431	0.1	10.0	LCK	19.0	13.0	6.0	2.5	3.819	0.139	0.34600000000000003	0.21100000000000002	0.408	3.2889999999999997	4.501	2.5	2.5	0.7601094557616297	0.0556	0.139	0.04226208574034662	0.0844	0.21100000000000002	0.06415323806628154	1.3156	3.2889999999999997	3.2889999999999997
3488	0.1	10.0	MDM2	17.0	10.0	7.0	0.9790000000000001	0.14300000000000002	0.0	0.0	0.84	2.194	1.76	2.103	0.9790000000000001	0.9790000000000001	0.55625	0.0	0.0	0.0	0.84	0.84	0.4772727272727272	1.76	1.76	1.76
3498	0.1	10.0	MYC	20.0	13.0	7.0	0.98	0.141	0.0	0.0	0.8370000000000001	2.145	1.814	2.1590000000000003	0.98	0.98	0.5402425578831311	0.0	0.0	0.0	0.8370000000000001	0.8370000000000001	0.4614112458654906	1.814	1.814	1.814
3508	0.1	10.0	NEDD4	20.0	15.0	5.0	2.094	3.512	0.188	0.583	0.35100000000000003	0.743	2.892	4.453	2.094	2.094	0.7240663900414938	0.0897803247373448	0.188	0.06500691562932227	0.167621776504298	0.35100000000000003	0.12136929460580913	1.3810888252148998	2.892	2.892
3638	0.1	10.0	PRKCD	23.0	18.0	5.0	3.4	5.962999999999999	0.0	0.0	0.0	0.0	6.364	7.952000000000001	3.4	3.4	0.5342551854179761	0.0	0.0	0.0	0.0	0.0	0.0	1.871764705882353	6.364	6.364
3660	0.1	10.0	PTPN11	19.0	15.0	4.0	0.958	0.2	0.0	0.0	1.5519999999999998	2.966	2.793	3.448	0.958	0.6172680412371133	0.343000358037952	0.0	0.0	0.0	1.5519999999999998	1.5519999999999998	0.5556749015395632	2.793	2.793	1.7996134020618555
